id,start_datetime_ist,corridor,zone,junction,event_cause_name,severity_score,requires_road_closure,resolution_hours,hour_ist,hour_sin,hour_cos,day_of_week,dow_sin,dow_cos,month,time_slot,is_peak_hour,is_weekend,is_holiday,latitude,longitude,distance_to_center_km,is_main_corridor,corridor_event_freq,zone_event_freq,junction_event_freq,event_cause_encoded,cause_base_severity,priority_encoded,is_planned,has_description,description_length,hist_closure_rate_cause,hist_closure_rate_corridor,avg_resolution_time_cause,cascade_probability,station_efficiency_score,rainfall_mm
FKID002014,2024-02-26T11:47:58,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,11,0.2588,-0.9659,0,0.0,1.0,2,1,0,0,0,12.9659918,77.6172264,3.286,0,0.3821,0.5787,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002015,2024-03-18T03:35:46,Mysore Road,Unknown,Unknown,vip_movement,10.0,1,,3,0.7071,0.7071,0,0.0,1.0,3,4,0,0,0,12.90123929,77.46726094,16.905,1,0.0909,0.5787,0.6929,14,8.5,1,1,1,29,0.8,0.1104,2.0,0.1475,1.0,0.0
FKID002016,2024-02-26T11:56:09,Bellary Road 1,Unknown,Unknown,vehicle_breakdown,2.76,0,,11,0.2588,-0.9659,0,0.0,1.0,2,1,0,0,0,13.0034417,77.5840917,2.229,1,0.0747,0.5787,0.6929,13,2.0,1,0,1,16,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID002017,2024-03-18T03:35:46,Non-corridor,Unknown,Unknown,vip_movement,10.0,1,,3,0.7071,0.7071,0,0.0,1.0,3,4,0,0,0,12.98875447,77.47251828,13.381,0,0.3821,0.5787,0.6929,14,8.5,0,1,1,29,0.8,0.1211,2.0,0.0975,1.0,11.06
FKID002018,2023-11-28T17:35:46,Non-corridor,West Zone 2,NavarangBarJunc-Dr RajkumarRd,construction,8.47,1,,17,-0.9659,-0.2588,1,0.7818,0.6235,11,2,1,0,0,12.98773709,77.55986202,3.916,0,0.3821,0.0438,0.0002,2,5.5,0,1,1,29,0.2646,0.1211,119.51,0.2083,1.0,17.49
FKID002019,2024-02-27T00:55:40,IRR(Thanisandra road),Unknown,Unknown,pot_holes,3.45,0,,0,0.0,1.0,1,0.7818,0.6235,2,3,0,0,0,12.9277653,77.6205373,7.113,1,0.0116,0.5787,0.6929,6,2.5,1,0,0,0,0.0242,0.0632,172.16,0.14,1.0,0.0
FKID002020,2024-02-27T01:31:23,ORR East 2,Unknown,Unknown,vehicle_breakdown,2.76,0,0.0913888888888889,1,0.2588,0.9659,1,0.7818,0.6235,2,3,0,0,0,12.99965,77.67486,8.658,1,0.0229,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.016,0.98,0.0947,1.0,0.0
FKID002021,2024-02-27T00:28:14,Non-corridor,Unknown,Unknown,others,2.5,0,,0,0.0,1.0,1,0.7818,0.6235,2,3,0,0,0,12.983448,77.7527716,16.991,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,32,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID002022,2024-03-18T04:39:56,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,1.1875,4,0.866,0.5,0,0.0,1.0,3,4,0,0,0,13.04013,77.5187098,10.241,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,23,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002023,2024-02-27T02:07:54,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,2,0.5,0.866,1,0.7818,0.6235,2,4,0,0,0,12.9701113,77.5128313,9.208,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,17,0.0429,0.1211,0.98,0.0447,1.0,23.08
FKID002024,2024-02-27T01:24:35,Non-corridor,Unknown,Unknown,tree_fall,5.0,0,38.15888888888889,1,0.2588,0.9659,1,0.7818,0.6235,2,3,0,0,0,13.0079479,77.6923977,10.698,0,0.3821,0.5787,0.6929,12,5.0,0,0,1,9,0.3944,0.1211,78.75,0.033,1.0,0.0
FKID002025,2024-03-18T05:00:38,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,1.1072222222222223,5,0.9659,0.2588,0,0.0,1.0,3,4,0,0,0,12.9169884,77.5864023,7.865,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,8,0.0429,0.1211,0.98,0.0447,1.0,15.72
FKID002026,2024-02-27T02:26:28,ORR East 2,Unknown,Unknown,construction,7.59,0,,2,0.5,0.866,1,0.7818,0.6235,2,4,0,0,0,12.9693524,77.7006637,11.511,1,0.0229,0.5787,0.6929,2,5.5,1,1,1,130,0.2646,0.016,119.51,0.1783,1.0,0.0
FKID002027,2024-02-27T05:24:12,Non-corridor,Unknown,Unknown,others,3.5,1,0.2961111111111111,5,0.9659,0.2588,1,0.7818,0.6235,2,4,0,0,0,12.9780361,77.5844453,1.607,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,94,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID002028,2024-03-18T06:35:15,ORR North 2,Unknown,Unknown,vehicle_breakdown,2.76,0,,6,1.0,0.0,0,0.0,1.0,3,4,0,0,0,13.0329723,77.5409064,7.851,1,0.0288,0.5787,0.6929,13,2.0,1,0,1,67,0.0429,0.0426,0.98,0.0947,1.0,0.0
FKID002029,2024-02-27T01:40:35,Bellary Road 2,Unknown,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,1,0.7818,0.6235,2,3,0,0,0,13.0830306,77.594048,10.669,1,0.0464,0.5787,0.6929,13,2.0,1,0,1,80,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID002030,2024-02-27T02:57:36,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.8,1,,2,0.5,0.866,1,0.7818,0.6235,2,4,0,0,0,12.9624901,77.5048062,10.253,0,0.3821,0.5787,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002031,2024-02-27T02:45:01,Non-corridor,Unknown,Unknown,pot_holes,2.5,0,,2,0.5,0.866,1,0.7818,0.6235,2,4,0,0,0,13.0273934,77.5354013,7.948,0,0.3821,0.5787,0.6929,6,2.5,0,0,1,82,0.0242,0.1211,172.16,0.09,1.0,0.0
FKID002032,2024-02-27T02:47:50,Bannerghata Road,Unknown,Unknown,tree_fall,6.9,0,,2,0.5,0.866,1,0.7818,0.6235,2,4,0,0,0,12.9121791,77.5996927,8.34,1,0.0256,0.5787,0.6929,12,5.0,1,0,1,103,0.3944,0.0335,78.75,0.083,1.0,0.0
FKID002033,2024-02-27T05:18:31,Non-corridor,Unknown,Unknown,others,3.5,1,,5,0.9659,0.2588,1,0.7818,0.6235,2,4,0,0,0,12.9770639,77.5840232,1.712,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,98,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID002034,2024-02-27T06:40:55,ORR North 1,Unknown,Unknown,vehicle_breakdown,2.76,0,,6,1.0,0.0,1,0.7818,0.6235,2,4,0,0,0,13.0408889,77.6173675,6.413,1,0.0337,0.5787,0.6929,13,2.0,1,0,1,122,0.0429,0.08,0.98,0.0947,1.0,0.0
FKID002035,2024-02-27T06:56:00,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,6,1.0,0.0,1,0.7818,0.6235,2,4,0,0,0,12.9813487,77.586468,1.215,0,0.3821,0.5787,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002036,2024-03-18T06:39:04,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,6,1.0,0.0,0,0.0,1.0,3,4,0,0,0,13.010537,77.5066748,10.023,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,73,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002037,2024-02-27T06:02:52,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,6,1.0,0.0,1,0.7818,0.6235,2,4,0,0,0,13.0422785,77.5147766,10.727,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,9,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002038,2024-03-18T07:47:44,Non-corridor,Unknown,Unknown,others,2.75,0,1.0077777777777779,7,0.9659,-0.2588,0,0.0,1.0,3,0,1,0,0,12.9169501,77.5883272,7.845,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,8,0.0862,0.1211,92.72,0.1615,1.0,0.0
FKID002039,2024-03-06T06:38:34,Non-corridor,Unknown,Unknown,construction,7.7,1,,6,1.0,0.0,2,0.9749,-0.2225,3,4,0,0,0,13.0113867,77.54519,6.132,0,0.3821,0.5787,0.6929,2,5.5,0,1,1,64,0.2646,0.1211,119.51,0.1283,1.0,0.0
FKID002040,2024-02-27T07:39:49,Mysore Road,Unknown,Unknown,vehicle_breakdown,4.25,1,1.8675,7,0.9659,-0.2588,1,0.7818,0.6235,2,0,1,0,0,12.9611979,77.558602,4.972,1,0.0909,0.5787,0.6929,13,2.0,1,0,1,22,0.0429,0.1104,0.98,0.1747,1.0,0.0
FKID002041,2024-03-18T07:52:52,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.2,0,0.9227777777777778,7,0.9659,-0.2588,0,0.0,1.0,3,0,1,0,0,12.9170026,77.5888015,7.833,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,8,0.0429,0.1211,0.98,0.1247,1.0,0.0
FKID002042,2024-03-18T06:44:19,Mysore Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,6,1.0,0.0,0,0.0,1.0,3,4,0,0,0,12.967055,77.5883516,2.378,1,0.0909,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.1104,0.98,0.0947,1.0,0.0
FKID002043,2024-02-27T06:53:17,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,6,1.0,0.0,1,0.7818,0.6235,2,4,0,0,0,12.9814448,77.5865738,1.199,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,13,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002044,2024-02-27T08:29:28,Bellary Road 1,Unknown,Unknown,vehicle_breakdown,3.04,0,2.439722222222222,8,0.866,-0.5,1,0.7818,0.6235,2,0,1,0,0,13.0189656,77.5838671,3.779,1,0.0747,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.0541,0.98,0.1747,1.0,0.0
FKID002045,2024-02-27T09:31:36,Hennur Main Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,9,0.7071,-0.7071,1,0.7818,0.6235,2,0,1,0,0,13.0413286,77.6226459,6.685,1,0.0118,0.5787,0.6929,13,2.0,1,0,1,181,0.0429,0.0625,0.98,0.1747,1.0,0.0
FKID002046,2024-02-27T05:13:15,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,5,0.9659,0.2588,1,0.7818,0.6235,2,4,0,0,0,12.9922698,77.6102106,1.644,0,0.3821,0.5787,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002047,2024-02-27T07:59:24,Magadi Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,7,0.9659,-0.2588,1,0.7818,0.6235,2,0,1,0,0,12.9757319,77.5622752,3.867,1,0.03,0.5787,0.6929,13,2.0,1,0,1,14,0.0429,0.0408,0.98,0.1747,1.0,0.0
FKID002048,2024-02-27T07:27:55,Tumkur Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,7,0.9659,-0.2588,1,0.7818,0.6235,2,0,1,0,0,13.0406477,77.5176753,10.366,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,80,0.0429,0.0262,0.98,0.1747,1.0,0.0
FKID002049,2024-03-18T08:16:49,Magadi Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,8,0.866,-0.5,0,0.0,1.0,3,0,1,0,0,12.9870361,77.5193546,8.305,1,0.03,0.5787,0.6929,13,2.0,1,0,1,86,0.0429,0.0408,0.98,0.1747,1.0,0.0
FKID002050,2024-02-27T07:35:27,Tumkur Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,7,0.9659,-0.2588,1,0.7818,0.6235,2,0,1,0,0,13.0361893,77.5255195,9.386,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,94,0.0429,0.0262,0.98,0.1747,1.0,0.0
FKID002051,2024-03-18T03:35:46,Non-corridor,Unknown,Unknown,vip_movement,10.0,1,,3,0.7071,0.7071,0,0.0,1.0,3,4,0,0,0,13.05688083,77.47401009,15.325,0,0.3821,0.5787,0.6929,14,8.5,0,1,1,29,0.8,0.1211,2.0,0.0975,1.0,0.0
FKID002052,2024-03-18T08:52:00,Bannerghata Road,Unknown,Unknown,vehicle_breakdown,3.04,0,1.4380555555555556,8,0.866,-0.5,0,0.0,1.0,3,0,1,0,0,12.8925839,77.5999375,10.518,1,0.0256,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.0335,0.98,0.1747,1.0,0.0
FKID002053,2024-03-18T09:56:19,Magadi Road,Unknown,Unknown,pot_holes,3.79,0,192.83777777777777,9,0.7071,-0.7071,0,0.0,1.0,3,0,1,0,0,12.9895592,77.5017408,10.217,1,0.03,0.5787,0.6929,6,2.5,1,0,1,24,0.0242,0.0408,172.16,0.22,1.0,0.0
FKID002054,2024-03-18T03:35:46,Non-corridor,Unknown,Unknown,vip_movement,10.0,1,,3,0.7071,0.7071,0,0.0,1.0,3,4,0,0,0,13.05526533,77.47825398,14.838,0,0.3821,0.5787,0.6929,14,8.5,0,1,1,29,0.8,0.1211,2.0,0.0975,1.0,0.0
FKID002055,2024-02-27T11:21:17,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,11,0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.029682,77.5381588,7.854,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,78,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002056,2024-02-27T09:32:03,Mysore Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,9,0.7071,-0.7071,1,0.7818,0.6235,2,0,1,0,0,12.9612139,77.5589235,4.942,1,0.0909,0.5787,0.6929,13,2.0,1,0,1,30,0.0429,0.1104,0.98,0.1747,1.0,0.0
FKID002057,2024-03-18T03:35:46,Mysore Road,Unknown,Unknown,vip_movement,10.0,1,,3,0.7071,0.7071,0,0.0,1.0,3,4,0,0,0,12.90123143,77.46735197,16.898,1,0.0909,0.5787,0.6929,14,8.5,1,1,1,29,0.8,0.1104,2.0,0.1475,1.0,0.0
FKID002058,2024-03-18T09:55:01,ORR East 2,Unknown,Unknown,vehicle_breakdown,3.04,0,,9,0.7071,-0.7071,0,0.0,1.0,3,0,1,0,0,12.9684489,77.7013454,11.602,1,0.0229,0.5787,0.6929,13,2.0,1,0,1,51,0.0429,0.016,0.98,0.1747,1.0,0.0
FKID002059,2024-02-27T12:04:43,Non-corridor,Unknown,Unknown,construction,5.5,0,,12,0.0,-1.0,1,0.7818,0.6235,2,1,0,0,0,13.0670028,77.6517305,10.742,0,0.3821,0.5787,0.6929,2,5.5,0,1,1,54,0.2646,0.1211,119.51,0.1283,1.0,0.0
FKID002060,2024-02-27T12:06:14,Non-corridor,Unknown,Unknown,tree_fall,5.0,0,,12,0.0,-1.0,1,0.7818,0.6235,2,1,0,0,0,13.0299433,77.5631657,5.946,0,0.3821,0.5787,0.6929,12,5.0,0,0,1,28,0.3944,0.1211,78.75,0.033,1.0,0.0
FKID002061,2024-02-27T10:37:51,ORR North 1,Unknown,Unknown,vehicle_breakdown,3.04,0,,10,0.5,-0.866,1,0.7818,0.6235,2,0,1,0,0,13.0242951,77.6437549,6.624,1,0.0337,0.5787,0.6929,13,2.0,1,0,1,22,0.0429,0.08,0.98,0.1747,1.0,0.0
FKID002062,2024-02-27T10:25:34,Tumkur Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,10,0.5,-0.866,1,0.7818,0.6235,2,0,1,0,0,13.0451595,77.5079599,11.518,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,76,0.0429,0.0262,0.98,0.1747,1.0,0.0
FKID002063,2024-02-27T10:21:22,Tumkur Road,Unknown,Unknown,vehicle_breakdown,3.04,0,,10,0.5,-0.866,1,0.7818,0.6235,2,0,1,0,0,13.0451918,77.5080196,11.514,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,77,0.0429,0.0262,0.98,0.1747,1.0,0.0
FKID002064,2024-02-27T10:10:40,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.2,0,,10,0.5,-0.866,1,0.7818,0.6235,2,0,1,0,0,13.0467948,77.5037252,12.0,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,78,0.0429,0.1211,0.98,0.1247,1.0,0.0
FKID002065,2024-02-27T11:27:16,Mysore Road,Unknown,Unknown,vehicle_breakdown,2.76,0,1.8333333333333333,11,0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,12.9689732,77.5875001,2.216,1,0.0909,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.1104,0.98,0.0947,1.0,0.0
FKID002066,2024-02-27T11:23:39,Hennur Main Road,Unknown,Unknown,congestion,6.21,0,1.9294444444444445,11,0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.041398,77.6223102,6.677,1,0.0118,0.5787,0.6929,1,4.5,1,0,1,65,0.0441,0.0625,1.24,0.151,1.0,0.0
FKID002067,2024-03-18T12:38:03,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,12,0.0,-1.0,0,0.0,1.0,3,1,0,0,0,12.9900222,77.5994434,0.495,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,105,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002068,2024-02-27T13:37:32,West of Chord Road,Unknown,Unknown,vehicle_breakdown,2.76,0,0.7258333333333333,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,12.997975,77.553098,4.803,1,0.0213,0.5787,0.6929,13,2.0,1,0,1,20,0.0429,0.0632,0.98,0.0947,1.0,0.0
FKID002069,2024-03-18T12:58:21,Bellary Road 2,Unknown,Unknown,vehicle_breakdown,2.76,0,,12,0.0,-1.0,0,0.0,1.0,3,1,0,0,0,13.0956139,77.5977404,12.068,1,0.0464,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID002070,2024-03-18T15:01:05,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,0.13305555555555557,15,-0.7071,-0.7071,0,0.0,1.0,3,1,0,0,0,13.0389423,77.5198575,10.064,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,53,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002071,2024-03-18T13:14:34,Mysore Road,Unknown,Unknown,procession,9.66,0,,13,-0.2588,-0.9659,0,0.0,1.0,3,1,0,0,0,12.9603835,77.5627726,4.668,1,0.0909,0.5787,0.6929,7,7.0,1,1,1,17,0.2639,0.1104,0.91,0.2053,1.0,0.0
FKID002072,2024-02-27T13:41:35,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,0.1463888888888889,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.0074068,77.6894547,10.374,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,51,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002073,2024-03-18T12:38:03,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,12,0.0,-1.0,0,0.0,1.0,3,1,0,0,0,12.9900222,77.5994434,0.495,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,105,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002074,2024-03-18T13:32:14,Bellary Road 1,Unknown,Unknown,accident,8.28,0,,13,-0.2588,-0.9659,0,0.0,1.0,3,1,0,0,0,13.0298692,77.5868639,4.858,1,0.0747,0.5787,0.6929,0,6.0,1,0,1,45,0.0301,0.0541,0.81,0.2371,1.0,0.0
FKID002075,2024-02-27T16:18:41,Mysore Road,Unknown,Unknown,accident,10.0,1,0.6505555555555556,16,-0.866,-0.5,1,0.7818,0.6235,2,1,0,0,0,12.9556017,77.5456522,6.483,1,0.0909,0.5787,0.6929,0,6.0,1,0,1,57,0.0301,0.1104,0.81,0.2371,1.0,0.0
FKID002076,2024-01-24T00:50:12,Bellary Road 2,Unknown,SantheCircle,construction,7.59,0,,0,0.0,1.0,2,0.9749,-0.2225,1,3,0,0,0,13.096255,77.600185,12.146,1,0.0464,0.5787,0.0031,2,5.5,1,0,1,59,0.2646,0.0317,119.51,0.2168,1.0,0.0
FKID002077,2024-02-27T11:06:35,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,11,0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,12.9759979,77.5877267,1.526,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,9,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002078,2024-02-27T11:57:26,ORR North 2,Unknown,Unknown,congestion,6.21,0,,11,0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.0452516,77.5807066,6.675,1,0.0288,0.5787,0.6929,1,4.5,1,0,1,71,0.0441,0.0426,1.24,0.151,1.0,0.0
FKID002079,2024-02-27T13:55:17,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.034193,77.5299535,8.867,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,77,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002080,2024-02-27T13:46:18,ORR West 1,Unknown,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,12.9470254,77.5316674,8.274,1,0.0206,0.5787,0.6929,13,2.0,1,0,1,25,0.0429,0.0298,0.98,0.0947,1.0,0.0
FKID002081,2024-02-27T16:45:10,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,0.16416666666666666,16,-0.866,-0.5,1,0.7818,0.6235,2,1,0,0,0,13.0353033,77.52756,9.149,1,0.0561,0.5787,0.6929,13,2.0,1,0,0,0,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002082,2024-02-27T18:17:10,Bellary Road 2,Unknown,Unknown,vehicle_breakdown,3.04,0,1.7622222222222221,18,-1.0,-0.0,1,0.7818,0.6235,2,2,1,0,0,13.0829633,77.59313,10.664,1,0.0464,0.5787,0.6929,13,2.0,1,0,1,87,0.0429,0.0317,0.98,0.1747,1.0,0.0
FKID002083,2024-02-27T13:20:25,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.0357761,77.5311057,8.873,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,83,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002084,2024-02-27T13:41:35,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,13,-0.2588,-0.9659,1,0.7818,0.6235,2,1,0,0,0,13.0074068,77.6894547,10.374,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,51,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002085,2024-03-19T01:59:54,Bannerghata Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,1,0.7818,0.6235,3,3,0,0,0,12.9284472,77.6000362,6.537,1,0.0256,0.5787,0.6929,13,2.0,1,0,1,30,0.0429,0.0335,0.98,0.0947,1.0,35.93
FKID002086,2024-02-28T01:23:03,Bellary Road 1,Unknown,Unknown,vehicle_breakdown,3.86,1,,1,0.2588,0.9659,2,0.9749,-0.2225,2,3,0,0,0,13.0467206,77.5917186,6.646,1,0.0747,0.5787,0.6929,13,2.0,1,0,1,25,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID002087,2024-02-27T23:09:47,ORR East 1,Unknown,Unknown,vehicle_breakdown,2.76,0,1.3702777777777777,23,-0.2588,0.9659,1,0.7818,0.6235,2,3,0,0,0,12.935647,77.6933481,12.0,1,0.0299,0.5787,0.6929,13,2.0,1,0,1,82,0.0429,0.0738,0.98,0.0947,1.0,27.46
FKID002088,2024-03-18T23:53:53,Tumkur Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,23,-0.2588,0.9659,0,0.0,1.0,3,3,0,0,0,13.0460337,77.5049771,11.84,1,0.0561,0.5787,0.6929,13,2.0,1,0,1,65,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID002089,2024-03-19T02:03:52,Bannerghata Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,2,0.5,0.866,1,0.7818,0.6235,3,4,0,0,0,12.9283986,77.5999618,6.541,1,0.0256,0.5787,0.6929,13,2.0,1,0,1,38,0.0429,0.0335,0.98,0.0947,1.0,31.86
FKID002090,2024-02-27T23:30:02,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,,23,-0.2588,0.9659,1,0.7818,0.6235,2,3,0,0,0,13.0081053,77.6956329,11.045,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,46,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID002091,2024-02-28T02:04:22,ORR North 1,Unknown,Unknown,accident,8.28,0,0.6897222222222222,2,0.5,0.866,2,0.9749,-0.2225,2,4,0,0,0,13.0091574,77.6622936,7.59,1,0.0337,0.5787,0.6929,0,6.0,1,0,1,29,0.0301,0.08,0.81,0.2371,1.0,0.0
FKID002092,2024-02-28T00:36:46,Old Madras Road,Unknown,Unknown,construction,7.59,0,,0,0.0,1.0,2,0.9749,-0.2225,2,3,0,0,0,12.9721302,77.6070396,2.05,1,0.0322,0.5787,0.6929,2,5.5,1,1,1,148,0.2646,0.0456,119.51,0.1783,1.0,0.0
FKID002093,2024-03-19T02:22:35,Magadi Road,Unknown,Unknown,vehicle_breakdown,2.76,0,,2,0.5,0.866,1,0.7818,0.6235,3,4,0,0,0,12.9888515,77.5084027,9.493,1,0.03,0.5787,0.6929,13,2.0,1,0,1,18,0.0429,0.0408,0.98,0.0947,1.0,0.0
FKID002094,2024-02-28T02:57:20,Non-corridor,Unknown,Unknown,construction,5.5,0,23.028055555555557,2,0.5,0.866,2,0.9749,-0.2225,2,4,0,0,0,13.1173777,77.5777874,14.62,0,0.3821,0.5787,0.6929,2,5.5,0,0,1,49,0.2646,0.1211,119.51,0.1283,1.0,0.0
FKID002095,2024-02-28T00:23:34,Bellary Road 2,Unknown,Unknown,vehicle_breakdown,2.76,0,,0,0.0,1.0,2,0.9749,-0.2225,2,3,0,0,0,13.11539,77.6071067,14.316,1,0.0464,0.5787,0.6929,13,2.0,1,0,1,99,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID002096,2024-02-28T02:37:10,Non-corridor,Unknown,Unknown,accident,6.0,0,0.7277777777777777,2,0.5,0.866,2,0.9749,-0.2225,2,4,0,0,0,12.9433634,77.5778127,5.247,0,0.3821,0.5787,0.6929,0,6.0,0,0,0,0,0.0301,0.1211,0.81,0.1871,1.0,0.0
FKID002097,2024-02-28T02:23:27,ORR East 2,Unknown,Unknown,construction,7.59,0,,2,0.5,0.866,2,0.9749,-0.2225,2,4,0,0,0,12.9694819,77.7006441,11.507,1,0.0229,0.5787,0.6929,2,5.5,1,1,1,138,0.2646,0.016,119.51,0.1783,1.0,0.0
FKID002098,2024-02-28T02:39:13,Non-corridor,Unknown,Unknown,accident,6.0,0,0.6972222222222222,2,0.5,0.866,2,0.9749,-0.2225,2,4,0,0,0,12.9434044,77.5778786,5.241,0,0.3821,0.5787,0.6929,0,6.0,0,0,0,0,0.0301,0.1211,0.81,0.1871,1.0,0.0
